v,w,weight
"Lifson, Mark","Tobey, Danny",1
"Lifson, Mark","Valladares, Alexandra",1
"Lifson, Mark","Vidal, David",1
"Ligett, Katrina","Ziani, Juba",1
"Lim, Jang Soo","Olson, Kristen",1
"Lim, Jang Soo","Radensky, Marissa",1
"Lim, Jang Soo","S\'{e}guin, Julie Anne",1
"Lim, Shulammite","Pollard, Tom Joseph",1
"Lim, Shulammite","Xiao, Yuxin",1
"Lin, Hongjin","Whitaker, Reid",1
"Lin, Jerry","Zaman, Samia",1
"Lin, Michelle","Maharaj, Tegan",1
"Lin, Michelle","Markelius, Alva",1
"Lin, Michelle","Mayhew, Alex",1
"Lin, Michelle","Molamohammadi, Maryam",1
"Lin, Michelle","Pang, Chris",1
"Lin, Michelle","Rajkumar, Nitarshan",1
"Lin, Michelle","Rismani, Shalaleh",1
"Lin, Michelle","Salganik, Rebecca",1
"Lin, Michelle","Voudouris, Konstantinos",1
"Lin, Michelle","Weller, Adrian",1
"Lin, Michelle","Zhao, Wanru",1
"Liu, David","Nickel, Maximilian",1
"Liu, David","Usunier, Nicolas",1
"Liu, Lydia T.","Wilson, Ashia",1
"Liu, Xiaoxuan","Maicas, Gabriel",1
"Liu, Xiaoxuan","Mazwi, Mjaye",1
"Liu, Xiaoxuan","Mccradden, Melissa",1
"Liu, Xiaoxuan","Ndlovu, Kagiso",1
"Liu, Xiaoxuan","Oakden-Rayner, Lauren",1
"Liu, Xiaoxuan","Odusi, Oluwadara",1
"Liu, Xiaoxuan","Shafei, Oswa",1
"Liu, Xiaoxuan","Sihlahla, Irvine",1
"Liu, Yang","Spangher, Alexander",1
"Liu, Yang","Ustun, Berk",1
"Liu, Yang","Vorobeychik, Yevgeniy",1
"Liu, Yang","Wang, Jialu",1
"Lo, Kyle","Luccioni, Alexandra Sasha",1
"Lo, Kyle","Masoud, Maraim",1
"Lo, Kyle","Mitchell, Margaret",1
"Lo, Kyle","Nguyen, Huu",1
"Lo, Kyle","Nikpoor, Somaieh",1
"Lo, Kyle","Radev, Dragomir",1
"Lo, Kyle","Rogers, Anna",1
"Lo, Kyle","Subramani, Nishant",1
"Lo, Kyle","Talat, Zeerak",1
"Lo, Kyle","Tan, Samson",1
"Locatelli, Davide","Long, Yanan",1
"Locatelli, Davide","Markham, Alex",1
"Locatelli, Davide","Mathew, Sarah",1
"Locatelli, Davide","Mclean, Nyx",1
"Locatelli, Davide","Mcnamara, Andrew",1
"Locatelli, Davide","Mundt, Martin",1
"Locatelli, Davide","Noseworthy, Michael",1
"Locatelli, Davide","Ovalle, Anaelia",1
"Locatelli, Davide","Pacheco, Maria Leonor",1
"Locatelli, Davide","Pranav, A",1
"Locatelli, Davide","Queerinai, Organizers Of",1
"Locatelli, Davide","Ray, Ruchira",1
"Locatelli, Davide","Ryskina, Maria",1
"Locatelli, Davide","Sap, Maarten",1
"Locatelli, Davide","Saraswat, Manu",1
"Locatelli, Davide","Shriram, Jaidev",1
"Locatelli, Davide","Singh, Ashwin",1
"Locatelli, Davide","Soldaini, Luca",1
"Locatelli, Davide","Stark, Luke",1
"Locatelli, Davide","Subramonian, Arjun",1
"Locatelli, Davide","Sutherland, Danica J.",1
"Locatelli, Davide","Talat, Zeerak",1
"Locatelli, Davide","Voelcker, Claas",1
"Locatelli, Davide","Vytla, Nikhil",1
"Locatelli, Davide","Wang, Zijie J.",1
"Locatelli, Davide","Xu, Pan",1
"Locatelli, Davide","Yuan, Hang",1
"Locatelli, Davide","Zhang, Huan",1
"Logan, Heloise","Nandy, Preetam",1
"Logan, Heloise","Venugopalan, Divya",1
"Lohia, Pranay","Pimplikar, Rakesh",1
"Lohia, Pranay","So, Wonyoung",1
"Loi, Michele","Vigan\`{o}, Eleonora",1
"Loiseau, Patrick","Patro, Gourab K.",1
"Long, Jason","Magazzeni, Daniele",1
"Long, Yanan","Markham, Alex",1
"Long, Yanan","Mathew, Sarah",1
"Long, Yanan","Mclean, Nyx",1
"Long, Yanan","Mcnamara, Andrew",1
"Long, Yanan","Mundt, Martin",1
"Long, Yanan","Noseworthy, Michael",1
"Long, Yanan","Ovalle, Anaelia",1
"Long, Yanan","Pacheco, Maria Leonor",1
"Long, Yanan","Pranav, A",1
"Long, Yanan","Queerinai, Organizers Of",1
"Long, Yanan","Ray, Ruchira",1
"Long, Yanan","Ryskina, Maria",1
"Long, Yanan","Sap, Maarten",1
"Long, Yanan","Saraswat, Manu",1
"Long, Yanan","Shriram, Jaidev",1
"Long, Yanan","Singh, Ashwin",1
"Long, Yanan","Soldaini, Luca",1
"Long, Yanan","Stark, Luke",1
"Long, Yanan","Subramonian, Arjun",1
"Long, Yanan","Sutherland, Danica J.",1
"Long, Yanan","Talat, Zeerak",1
"Long, Yanan","Voelcker, Claas",1
"Long, Yanan","Vytla, Nikhil",1
"Long, Yanan","Wang, Zijie J.",1
"Long, Yanan","Xu, Pan",1
"Long, Yanan","Yuan, Hang",1
"Long, Yanan","Zhang, Huan",1
"Longoni, Chiara","Pennycook, Gordon",1
"Lovato, Juniper","Mueller, Philip",1
"Lovato, Juniper","Suchdev, Parisa",1
"Lovato, Juniper L.","Onaolapo, Jeremiah",1
"Lovitt, Liane","Mann, Ben",1
"Lovitt, Liane","McCandlish, Sam",1
"Lovitt, Liane","Nanda, Neel",1
"Lovitt, Liane","Ndousse, Kamal",1
"Lovitt, Liane","Olah, Christopher",1
"Lovitt, Liane","Olsson, Catherine",1
"Lu, Christina","McKee, Kevin",1
"Lu, Lisa","Ouyang, Derek",1
"Lu, Shangen","Wang, Yixin",1
"Lu, Shangen","Zhang, Han",1
"Lucaj, Laura","van der Smagt, Patrick",1
"Lucchesi, Lydia R.","Xie, Lexing",1
"Luccioni, Alexandra Sasha","Masoud, Maraim",1
"Luccioni, Alexandra Sasha","Mitchell, Margaret",1
"Luccioni, Alexandra Sasha","Nguyen, Huu",1
"Luccioni, Alexandra Sasha","Nikpoor, Somaieh",1
"Luccioni, Alexandra Sasha","Odmark, Erika",1
"Luccioni, Alexandra Sasha","Prewitt, Taylor",1
"Luccioni, Alexandra Sasha","Radev, Dragomir",1
"Luccioni, Alexandra Sasha","Rogers, Anna",1
"Luccioni, Alexandra Sasha","Schultz, Jason",1
"Luccioni, Alexandra Sasha","Schwartz, Roy",1
"Luccioni, Alexandra Sasha","Smith, Noah A.",1
"Luccioni, Alexandra Sasha","Sridharan, Hamsini",1
"Luccioni, Alexandra Sasha","Strubell, Emma",1
"Luccioni, Alexandra Sasha","Subramani, Nishant",1
"Luccioni, Alexandra Sasha","Tachet des Combes, Remi",1
"Luccioni, Alexandra Sasha","Talat, Zeerak",1
"Luccioni, Alexandra Sasha","Tan, Samson",1
"Lucic, Ana","de Rijke, Maarten",1
"Lum, Kristian","Marshall, Erica",1
"Lum, Kristian","Meyer, Mikaela",1
"Lum, Kristian","Price, Megan",1
"Lum, Kristian","Venkatasubramanian, Suresh",1
"Lum, Kristian","Zhang, Yunfeng",1
"Lungren, Matthew","Nushi, Besmira",1
"Lungren, Matthew","Parkinson, Mark",1
"Lungren, Matthew","Wilson, Diane",1
"Luo, Hui","Qin, A. K.",1
"Luo, Hui","Tedjopurnomo, David",1
"Lurie, Emma","Mustafaraj, Eni",1
"Luss, Ronny","Mojsilovi\'{c}, Aleksandra",1
"Luss, Ronny","Mourad, Sami",1
"Luss, Ronny","Pedemonte, Pablo",1
"Luss, Ronny","Raghavendra, Ramya",1
"Luss, Ronny","Richards, John",1
"Luss, Ronny","Sattigeri, Prasanna",1
"Luss, Ronny","Shanmugam, Karthikeyan",1
"Luss, Ronny","Singh, Moninder",1
"Luss, Ronny","Varshney, Kush R.",1
"Luss, Ronny","Wei, Dennis",1
"Luss, Ronny","Zhang, Yunfeng",1
"Luther, Kurt","Mine, Naomi",1
"Luther, Kurt","Thebault-Spieker, Jacob",1
"Luther, Kurt","Venkatagiri, Sukrit",1
"Lyngs, Ulrik","Serban Von Davier, Thomas",1
"Lyngs, Ulrik","Shadbolt, Nigel",1
"Lyngs, Ulrik","Van Kleek, Max",1
"Lyons, Henrietta","Miller, Tim",1
"Lyons, Henrietta","Velloso, Eduardo",1
"M\""{o}kander, Jakob","Sheth, Margi",1
"M\""{o}kander, Jakob","Watson, David",1
"M\""{o}ller, Anna","Pahl, Jaspar",1
"M\""{o}ller, Anna","Rieger, Ines",1
"M\""{o}ller, Anna","Schmid, Ute",1
"M\""{o}ller, Anna","Wittenberg, Thomas",1
"M\""{o}ller, Torsten","Schmude, Timoth\'{e}e",1
"M\""{o}ller, Torsten","Tschiatschek, Sebastian",1
"Ma, Anna","Patitsas, Elizabeth",1
"Ma, Anna","Sterne, Jonathan",1
"Macedo, Joao","dos Santos, Jefersson",1
"Machanavajjhala, Ashwin","McKenna, Ryan",1
"Machanavajjhala, Ashwin","Miklau, Gerome",1
"Machanavajjhala, Ashwin","Pujol, David",1
"Machowski, Yvette","Schoeffer, Jakob",1
"Madaio, Michael","Yildirim, Nur",1
"Madras, David","Pitassi, Toniann",1
"Madras, David","Zemel, Richard",1
"Maghsudi, Setareh","Schoelkopf, Bernhard",1
"Maharaj, Tegan","Markelius, Alva",1
"Maharaj, Tegan","Mayhew, Alex",1
"Maharaj, Tegan","Molamohammadi, Maryam",1
"Maharaj, Tegan","Pang, Chris",1
"Maharaj, Tegan","Rajkumar, Nitarshan",1
"Maharaj, Tegan","Rismani, Shalaleh",1
"Maharaj, Tegan","Salganik, Rebecca",1
"Maharaj, Tegan","Voudouris, Konstantinos",1
"Maharaj, Tegan","Weller, Adrian",1
"Maharaj, Tegan","Zhao, Wanru",1
"Maicas, Gabriel","Mazwi, Mjaye",1
"Maicas, Gabriel","Mccradden, Melissa",1
"Maicas, Gabriel","Ndlovu, Kagiso",1
"Maicas, Gabriel","Oakden-Rayner, Lauren",1
"Maicas, Gabriel","Odusi, Oluwadara",1
"Maicas, Gabriel","Shafei, Oswa",1
"Maicas, Gabriel","Sihlahla, Irvine",1
"Mainz, Jakob","Munch, Lauritz",1
"Maio, Roland","Monachou, Faidra",1
"Maio, Roland","Patro, Gourab K",1
"Maio, Roland","Raghavan, Manish",1
"Maio, Roland","Stoica, Ana-Andreea",1
"Maio, Roland","Tsirtsis, Stratis",1
"Majumdar, Ayan","Mineeva, Olga",1
"Majumdar, Ayan","Rateike, Miriam",1
"Majumdar, Ayan","Valera, Isabel",1
"Makarychev, Yury","Vakilian, Ali",1
"Makhortykh, Mykola","Marrero, M\'{o}nica",1
"Makhortykh, Mykola","Tintarev, Nava",1
"Malgieri, Gianclaudio","Sanchez, Ignacio",1
"Mann, Ben","McCandlish, Sam",1
"Mann, Ben","Nanda, Neel",1
"Mann, Ben","Ndousse, Kamal",1
"Mann, Ben","Olah, Christopher",1
"Mann, Ben","Olsson, Catherine",1
"Mansoury, Masoud","Sonboli, Nasim",1
"Mao, Xiaojie","Svacha, Geoffry",1
"Mao, Xiaojie","Udell, Madeleine",1
"Mao, Xiaojie","Zhou, Angela",1
"Marasovi\'{c}, Ana","Miller, Tim",1
"Marca, Jordi Vitri\`{a}","Rold\'{a}n, Jos\'{e} Mena",1
"Marca, Jordi Vitri\`{a}","Vila, Oriol Pujol",1
"Marcinkowski, Frank","Starke, Christopher",1
"Marco, Fabienne","Papakyriakopoulos, Orestis",1
"Marco, Fabienne","Serrano, Juan Carlos Medina",1
"Marda, Vidushi","Narayan, Shivangi",1
"Marda, Vidushi","Pakzad, Roya",1
"Markelius, Alva","Mayhew, Alex",1
"Markelius, Alva","Molamohammadi, Maryam",1
"Markelius, Alva","Pang, Chris",1
"Markelius, Alva","Rajkumar, Nitarshan",1
"Markelius, Alva","Rismani, Shalaleh",1
"Markelius, Alva","Salganik, Rebecca",1
"Markelius, Alva","Voudouris, Konstantinos",1
"Markelius, Alva","Weller, Adrian",1
"Markelius, Alva","Zhao, Wanru",1
"Markham, Alex","Mathew, Sarah",1
"Markham, Alex","Mclean, Nyx",1
"Markham, Alex","Mcnamara, Andrew",1
"Markham, Alex","Mundt, Martin",1
"Markham, Alex","Noseworthy, Michael",1
"Markham, Alex","Ovalle, Anaelia",1
"Markham, Alex","Pacheco, Maria Leonor",1
"Markham, Alex","Pranav, A",1
"Markham, Alex","Queerinai, Organizers Of",1
"Markham, Alex","Ray, Ruchira",1
"Markham, Alex","Ryskina, Maria",1
"Markham, Alex","Sap, Maarten",1
"Markham, Alex","Saraswat, Manu",1
"Markham, Alex","Shriram, Jaidev",1
"Markham, Alex","Singh, Ashwin",1
"Markham, Alex","Soldaini, Luca",1
"Markham, Alex","Stark, Luke",1
"Markham, Alex","Subramonian, Arjun",1
"Markham, Alex","Sutherland, Danica J.",1
"Markham, Alex","Talat, Zeerak",1
"Markham, Alex","Voelcker, Claas",1
"Markham, Alex","Vytla, Nikhil",1
"Markham, Alex","Wang, Zijie J.",1
"Markham, Alex","Xu, Pan",1
"Markham, Alex","Yuan, Hang",1
"Markham, Alex","Zhang, Huan",1
"Marquenie, Thomas","Pastaltzidis, Ioannis",1
"Marquenie, Thomas","Quezada-Tavarez, Katherine",1
"Marquenie, Thomas","Tzovaras, Dimitrios",1
"Marrero, M\'{o}nica","Tintarev, Nava",1
"Marshall, Erica","Meyer, Mikaela",1
"Martin, John","Wilson, Christo",1
"Martin, Juan Carlos De","Vetr\`{o}, Antonio",1
"Martinez, Natalia","Papadaki, Afroditi",1
"Martinez, Natalia","Rodrigues, Miguel",1
"Martinez, Natalia","Sapiro, Guillermo",1
"Mashiat, Tasfia","Rangwala, Huzefa",1
"Masoud, Maraim","Mitchell, Margaret",1
"Masoud, Maraim","Nguyen, Huu",1
"Masoud, Maraim","Nikpoor, Somaieh",1
"Masoud, Maraim","Radev, Dragomir",1
"Masoud, Maraim","Rogers, Anna",1
"Masoud, Maraim","Subramani, Nishant",1
"Masoud, Maraim","Talat, Zeerak",1
"Masoud, Maraim","Tan, Samson",1
"Mathew, Sarah","Mclean, Nyx",1
"Mathew, Sarah","Mcnamara, Andrew",1
"Mathew, Sarah","Mundt, Martin",1
"Mathew, Sarah","Noseworthy, Michael",1
"Mathew, Sarah","Ovalle, Anaelia",1
"Mathew, Sarah","Pacheco, Maria Leonor",1
"Mathew, Sarah","Pranav, A",1
"Mathew, Sarah","Queerinai, Organizers Of",1
"Mathew, Sarah","Ray, Ruchira",1
"Mathew, Sarah","Ryskina, Maria",1
"Mathew, Sarah","Sap, Maarten",1
"Mathew, Sarah","Saraswat, Manu",1
"Mathew, Sarah","Shriram, Jaidev",1
"Mathew, Sarah","Singh, Ashwin",1
"Mathew, Sarah","Soldaini, Luca",1
"Mathew, Sarah","Stark, Luke",1
"Mathew, Sarah","Subramonian, Arjun",1
"Mathew, Sarah","Sutherland, Danica J.",1
"Mathew, Sarah","Talat, Zeerak",1
"Mathew, Sarah","Voelcker, Claas",1
"Mathew, Sarah","Vytla, Nikhil",1
"Mathew, Sarah","Wang, Zijie J.",1
"Mathew, Sarah","Xu, Pan",1
"Mathew, Sarah","Yuan, Hang",1
"Mathew, Sarah","Zhang, Huan",1
"Matias, Nathan","Pennington, Eric",1
"Mattei, Nicholas","Ragothaman, Pradeep",1
"Mattei, Nicholas","Smith, Jessie J.",1
"Mattei, Nicholas","Voida, Amy",1
"Mayhew, Alex","Molamohammadi, Maryam",1
"Mayhew, Alex","Pang, Chris",1
"Mayhew, Alex","Rajkumar, Nitarshan",1
"Mayhew, Alex","Rismani, Shalaleh",1
"Mayhew, Alex","Salganik, Rebecca",1
"Mayhew, Alex","Voudouris, Konstantinos",1
"Mayhew, Alex","Weller, Adrian",1
"Mayhew, Alex","Zhao, Wanru",1
"Mazumdar, Suvodeep","Sbaffi, Laura",1
"Mazumdar, Suvodeep","Stordy, Peter",1
"Mazumdar, Suvodeep","de la Vega de Le\'{o}n, Antonio",1
"Mazwi, Mjaye","Mccradden, Melissa",1
"Mazwi, Mjaye","Ndlovu, Kagiso",1
"Mazwi, Mjaye","Oakden-Rayner, Lauren",1
"Mazwi, Mjaye","Odusi, Oluwadara",1
"Mazwi, Mjaye","Shafei, Oswa",1
"Mazwi, Mjaye","Sihlahla, Irvine",1
"Mazzini, Gabriele","Panigutti, Cecilia",1
"Mazzini, Gabriele","Sanchez, Ignacio",1
"Mazzini, Gabriele","Scalzo, Salvatore",1
"Mazzini, Gabriele","Soler Garrido, Josep",1
"McCandlish, Sam","Nanda, Neel",1
"McCandlish, Sam","Ndousse, Kamal",1
"McCandlish, Sam","Olah, Christopher",1
"McCandlish, Sam","Olsson, Catherine",1
"McDuff, Daniel","Vincent, Nicholas",1
"McKenna, Ryan","Miklau, Gerome",1
"McKenna, Ryan","Pujol, David",1
"McLaughlin, Bryce","Spiess, Jann",1
"McMillan-Major, Angelina","Shmitchell, Shmargaret",1
"Mcconville, Ryan","Nielsen, Dan Saattrup",1
"Mcconville, Ryan","Owen, Richard",1
"Mccradden, Melissa","Ndlovu, Kagiso",1
"Mccradden, Melissa","Oakden-Rayner, Lauren",1
"Mccradden, Melissa","Odusi, Oluwadara",1
"Mccradden, Melissa","Shafei, Oswa",1
"Mccradden, Melissa","Sihlahla, Irvine",1
"Mclean, Nyx","Mcnamara, Andrew",1
"Mclean, Nyx","Mundt, Martin",1
"Mclean, Nyx","Noseworthy, Michael",1
"Mclean, Nyx","Ovalle, Anaelia",1
"Mclean, Nyx","Pacheco, Maria Leonor",1
"Mclean, Nyx","Pranav, A",1
"Mclean, Nyx","Queerinai, Organizers Of",1
"Mclean, Nyx","Ray, Ruchira",1
"Mclean, Nyx","Ryskina, Maria",1
"Mclean, Nyx","Sap, Maarten",1
"Mclean, Nyx","Saraswat, Manu",1
"Mclean, Nyx","Shriram, Jaidev",1
"Mclean, Nyx","Singh, Ashwin",1
"Mclean, Nyx","Soldaini, Luca",1
"Mclean, Nyx","Stark, Luke",1
"Mclean, Nyx","Subramonian, Arjun",1
"Mclean, Nyx","Sutherland, Danica J.",1
"Mclean, Nyx","Talat, Zeerak",1
"Mclean, Nyx","Voelcker, Claas",1
"Mclean, Nyx","Vytla, Nikhil",1
"Mclean, Nyx","Wang, Zijie J.",1
"Mclean, Nyx","Xu, Pan",1
"Mclean, Nyx","Yuan, Hang",1
"Mclean, Nyx","Zhang, Huan",1
"Mcnamara, Andrew","Mundt, Martin",1
"Mcnamara, Andrew","Noseworthy, Michael",1
"Mcnamara, Andrew","Ovalle, Anaelia",1
"Mcnamara, Andrew","Pacheco, Maria Leonor",1
"Mcnamara, Andrew","Pranav, A",1
"Mcnamara, Andrew","Queerinai, Organizers Of",1
"Mcnamara, Andrew","Ray, Ruchira",1
"Mcnamara, Andrew","Ryskina, Maria",1
"Mcnamara, Andrew","Sap, Maarten",1
"Mcnamara, Andrew","Saraswat, Manu",1
"Mcnamara, Andrew","Shriram, Jaidev",1
"Mcnamara, Andrew","Singh, Ashwin",1
"Mcnamara, Andrew","Soldaini, Luca",1
"Mcnamara, Andrew","Stark, Luke",1
"Mcnamara, Andrew","Subramonian, Arjun",1
"Mcnamara, Andrew","Sutherland, Danica J.",1
"Mcnamara, Andrew","Talat, Zeerak",1
"Mcnamara, Andrew","Voelcker, Claas",1
"Mcnamara, Andrew","Vytla, Nikhil",1
"Mcnamara, Andrew","Wang, Zijie J.",1
"Mcnamara, Andrew","Xu, Pan",1
"Mcnamara, Andrew","Yuan, Hang",1
"Mcnamara, Andrew","Zhang, Huan",1
"Mehandru, Nikita","Robertson, Samantha",1
"Mehandru, Nikita","Salehi, Niloufar",1
"Mehrotra, Anay","Pradelski, Bary S. R.",1
"Mehrotra, Anay","Vishnoi, Nisheeth K.",4
"Mehta, Bijal","Zimmer, Michael",1
"Meira, Wagner","Ottoni, Raphael",1
"Meira, Wagner","Ribeiro, Manoel Horta",1
"Meira, Wagner","West, Robert",1
"Mellor, John","Rauh, Maribeth",1
"Mellor, John","Rimell, Laura",1
"Mellor, John","Stepleton, Tom",1
"Mellor, John","Uesato, Jonathan",1
"Mellor, John","Weidinger, Laura",1
"Mendez, Julian Alfredo","Nieves, Juan Carlos",1
"Mendieta, Iv\'{a}n Higuera","Rodolfa, Kit T.",1
"Mendieta, Iv\'{a}n Higuera","Salomon, Erika",1
"Messias, Johnnatan","Redmiles, Elissa M.",1
"Messias, Johnnatan","Ribeiro, Filipe N.",1
"Messias, Johnnatan","Saha, Koustuv",1
"Metaxa, Dana\""{e}","Sampson, Princess",1
"Metcalf, Jacob","Moss, Emanuel",2
"Metcalf, Jacob","Riedl, Mark",1
"Metcalf, Jacob","Singh, Ranjit",3
"Metcalf, Jacob","Tafesse, Emnet",1
"Metcalf, Jacob","Watkins, Elizabeth Anne",2
"Mhasawade, Vishwali","Singh, Harvineet",1
"Mhasawade, Vishwali","Singh, Rina",1
"Miao, Chunyan","Qian, Hangwei",1
"Miao, Chunyan","Wang, Yongjie",1
"Miceli, Milagros","Naudts, Laurens",1
"Miceli, Milagros","Schuessler, Martin",1
"Miceli, Milagros","Scott, Kristen M",1
"Miceli, Milagros","Scott, Kristen M.",1
"Miceli, Milagros","Serbanescu, Diana",1
"Miceli, Milagros","Sztandar-Sztanderska, Karolina",1
"Miceli, Milagros","Wang, Sonja Mei",2
"Miceli, Milagros","Yang, Tianling",1
"Midha, Serena","Sharples, Sarah",1
"Midha, Serena","Wilson, Max L.",1
"Mihalcea, Rada","Stewart, Ian",1
"Miklau, Gerome","Pujol, David",1
"Miller, Joel","Ohannessian, Mesrob",1
"Miller, Joel","Yang, Jingyi",1
"Miller, John","Milli, Smitha",1
"Miller, John","Schmidt, Ludwig",1
"Miller, John","Wexler, Rebecca",1
"Miller, Tim","Velloso, Eduardo",1
"Milli, Smitha","Schmidt, Ludwig",1
"Mincu, Diana","Moorosi, Nyalleng",1
"Mincu, Diana","Pushkarna, Mahima",1
"Mincu, Diana","Rostamzadeh, Negar",1
"Mincu, Diana","Roy, Subhrajit",1
"Mincu, Diana","Schrouff, Jessica",1
"Mincu, Diana","Smart, Andrew",1
"Mincu, Diana","Wilcox, Lauren",1
"Mine, Naomi","Thebault-Spieker, Jacob",1
"Mine, Naomi","Venkatagiri, Sukrit",1
"Mineeva, Olga","Rateike, Miriam",1
"Mineeva, Olga","Valera, Isabel",1
"Mireshghallah, Fatemehsadat","Shokri, Reza",1
"Mireshghallah, Fatemehsadat","Tram\`{e}r, Florian",1
"Mishra, Aarshee","Perello, Nicholas",1
"Mislove, Alan","Polli, Frida",1
"Mislove, Alan","Szary, Janelle",1
"Mislove, Alan","Trindel, Kelly",1
"Mislove, Alan","Wilson, Christo",1
"Mitchell, Laura","Patro, Gourab K.",1
"Mitchell, Laura","Porcaro, Lorenzo",1
"Mitchell, Laura","Zehlike, Meike",1
"Mitchell, Laura","Zhang, Qiuyue",1
"Mitchell, Margaret","Mu\~{n}oz Ferrandis, Carlos",1
"Mitchell, Margaret","Nguyen, Huu",1
"Mitchell, Margaret","Nikpoor, Somaieh",1
"Mitchell, Margaret","Pistilli, Giada",1
"Mitchell, Margaret","Radev, Dragomir",1
"Mitchell, Margaret","Raji, Inioluwa Deborah",2
"Mitchell, Margaret","Rogers, Anna",1
"Mitchell, Margaret","Smart, Andrew",2
"Mitchell, Margaret","Smith-Loud, Jamila",1
"Mitchell, Margaret","Spitzer, Elena",1
"Mitchell, Margaret","Subramani, Nishant",1
"Mitchell, Margaret","Talat, Zeerak",1
"Mitchell, Margaret","Tan, Samson",1
"Mitchell, Margaret","Theron, Daniel",1
"Mitchell, Margaret","Vasserman, Lucy",1
"Mitchell, Margaret","White, Rebecca N.",1
"Mitchell, Margaret","Wu, Simone",1
"Mitchell, Margaret","Zaldivar, Andrew",1
"Mithal, Varun","Taly, Ankur",1
"Mittelstadt, Brent","Russell, Chris",1
"Mittelstadt, Brent","Wachter, Sandra",1
"Mizzaro, Stefano","Roitero, Kevin",1
"Mizzaro, Stefano","Soprano, Michael",1
"Mohan, Malika","Venkatasubramanian, Suresh",1
"Mojsilovi\'{c}, Aleksandra","Mourad, Sami",1
"Mojsilovi\'{c}, Aleksandra","Pedemonte, Pablo",1
"Mojsilovi\'{c}, Aleksandra","Raghavendra, Ramya",1
"Mojsilovi\'{c}, Aleksandra","Richards, John",1
"Mojsilovi\'{c}, Aleksandra","Sattigeri, Prasanna",1
"Mojsilovi\'{c}, Aleksandra","Shanmugam, Karthikeyan",1
"Mojsilovi\'{c}, Aleksandra","Singh, Moninder",1
"Mojsilovi\'{c}, Aleksandra","Varshney, Kush R.",1
"Mojsilovi\'{c}, Aleksandra","Wei, Dennis",1
"Mojsilovi\'{c}, Aleksandra","Zhang, Yunfeng",1
"Molamohammadi, Maryam","Pang, Chris",1
"Molamohammadi, Maryam","Rajkumar, Nitarshan",1
"Molamohammadi, Maryam","Rismani, Shalaleh",1
"Molamohammadi, Maryam","Salganik, Rebecca",1
"Molamohammadi, Maryam","Voudouris, Konstantinos",1
"Molamohammadi, Maryam","Weller, Adrian",1
"Molamohammadi, Maryam","Zhao, Wanru",1
"Moll, Joana","Morrison, Romi Ron",1
"Moll, Joana","Pritchard, Helen",1
"Moll, Joana","Snodgrass, Eric",1
"Momennejad, Ida","Vlasceanu, Madalina",1
"Monachou, Faidra","Patro, Gourab K",1
"Monachou, Faidra","Raghavan, Manish",1
"Monachou, Faidra","Stoica, Ana-Andreea",1
"Monachou, Faidra","Tsirtsis, Stratis",1
"Monroy-Hern\'{a}ndez, Andr\'{e}s","Russakovsky, Olga",1
"Monroy-Hern\'{a}ndez, Andr\'{e}s","Watkins, Elizabeth Anne",1
"Moorosi, Nyalleng","Pushkarna, Mahima",1
"Moorosi, Nyalleng","Rostamzadeh, Negar",1
"Moorosi, Nyalleng","Roy, Subhrajit",1
"Moorosi, Nyalleng","Schrouff, Jessica",1
"Moorosi, Nyalleng","Smart, Andrew",1
"Moorosi, Nyalleng","Wilcox, Lauren",1
"Morgenstern, Jamie","Wang, Xuezhi",1
"Morris, Meredith Ringel","Park, Joon Sung",1
"Morrison, Romi Ron","Pritchard, Helen",1
"Morrison, Romi Ron","Snodgrass, Eric",1
"Moss, Emanuel","Nissenbaum, Helen",1
"Moss, Emanuel","Sch\""{u}\""{u}r, Friederike",1
"Moss, Emanuel","Singh, Ranjit",2
"Moss, Emanuel","Tafesse, Emnet",1
"Moss, Emanuel","Watkins, Elizabeth Anne",2
"Mothilal, Ramaravind K.","Sharma, Amit",1
"Mothilal, Ramaravind K.","Tan, Chenhao",1
"Moura, Jos\'{e} M. F.","Puri, Ruchir",1
"Moura, Jos\'{e} M. F.","Sharma, Shubham",1
"Moura, Jos\'{e} M. F.","Taly, Ankur",1
"Moura, Jos\'{e} M. F.","Weller, Adrian",1
"Moura, Jos\'{e} M. F.","Xiang, Alice",1
"Mourad, Sami","Pedemonte, Pablo",1
"Mourad, Sami","Raghavendra, Ramya",1
"Mourad, Sami","Richards, John",1
"Mourad, Sami","Sattigeri, Prasanna",1
"Mourad, Sami","Shanmugam, Karthikeyan",1
"Mourad, Sami","Singh, Moninder",1
"Mourad, Sami","Varshney, Kush R.",1
"Mourad, Sami","Wei, Dennis",1
"Mourad, Sami","Zhang, Yunfeng",1
"Mouzannar, Hussein","Ohannessian, Mesrob I.",1
"Mouzannar, Hussein","Srebro, Nathan",1
"Movva, Rajiv","So, Wonyoung",1
"Movva, Rajiv","Suresh, Harini",1
"Movva, Rajiv","Taurino, Guilia",1
"Mu\~{n}oz Ferrandis, Carlos","Pistilli, Giada",1
"Mueller, Philip","Suchdev, Parisa",1
"Mulder, Mats","Oosterman, Jasper",1
"Mulder, Mats","Tintarev, Nava",1
"Mullainathan, Sendhil","Obermeyer, Ziad",1
"Mulligan, Deirdre","Patel, Manesh",1
"Mulligan, Deirdre","Raji, Inioluwa Deborah",1
"Mulligan, Deirdre","Sehgal, Ajai",1
