v,w,weight
"Cobbe, Jennifer","Cornelius, Kristin",1
"Cobbe, Jennifer","Lee, Michelle Seng Ah",2
"Cobbe, Jennifer","Norval, Chris",1
"Cobbe, Jennifer","Rozgonyi, Krisztina",1
"Cobbe, Jennifer","Sekwenz, Marie-Therese",1
"Cobbe, Jennifer","Singh, Jatinder",4
"Cobbe, Jennifer","Wagner, Ben",1
"Cociancig, Christina","Frattone, Cristina",1
"Cociancig, Christina","Roekens, Nele",1
"Coghlan, Simon","Leins, Kobi",1
"Cohen, Aloni","Dikkala, Nishanth",1
"Cohen, Aloni","Ramnarayan, Govind",1
"Cohen, Aloni","Scheffler, Sarah",1
"Cohen, Aloni","Smith, Adam",1
"Cohen, Maxime C.","Elmachtoub, Adam N.",1
"Cohen, Maxime C.","Lei, Xiao",1
"Conerly, Tom","Dassarma, Nova",1
"Conerly, Tom","Drain, Dawn",1
"Conerly, Tom","El Showk, Sheer",1
"Conerly, Tom","Elhage, Nelson",1
"Conerly, Tom","Fort, Stanislav",1
"Conerly, Tom","Ganguli, Deep",1
"Conerly, Tom","Hatfield-Dodds, Zac",1
"Conerly, Tom","Henighan, Tom",1
"Conerly, Tom","Hernandez, Danny",1
"Conerly, Tom","Johnston, Scott",1
"Conerly, Tom","Jones, Andy",1
"Conerly, Tom","Joseph, Nicholas",1
"Conerly, Tom","Kaplan, Jared",1
"Conerly, Tom","Kernian, Jackson",1
"Conerly, Tom","Kravec, Shauna",1
"Conerly, Tom","Lovitt, Liane",1
"Conerly, Tom","Mann, Ben",1
"Conerly, Tom","McCandlish, Sam",1
"Conerly, Tom","Nanda, Neel",1
"Conerly, Tom","Ndousse, Kamal",1
"Conerly, Tom","Olah, Christopher",1
"Conerly, Tom","Olsson, Catherine",1
"Contractor, Danish","Haines, Julia Katherine",1
"Contractor, Danish","Hecht, Brent",1
"Contractor, Danish","Hines, Christopher",1
"Contractor, Danish","Lee, Jenny",1
"Contractor, Danish","Li, Hanlin",1
"Contractor, Danish","McDuff, Daniel",1
"Contractor, Danish","Vincent, Nicholas",1
"Coopamootoo, Kovila","Elliott, Karen",1
"Coopamootoo, Kovila","Toreini, Ehsan",1
"Coopamootoo, Kovila","Zelaya, Carlos Gonzalez",1
"Coopamootoo, Kovila","van Moorsel, Aad",1
"Cooper, A. Feder","Heidari, Hoda",1
"Cooper, A. Feder","Jain, Sameer",1
"Cooper, A. Feder","Kleinberg, Jon",1
"Cooper, A. Feder","Laufer, Benjamin",2
"Cooper, A. Feder","Moss, Emanuel",1
"Cooper, A. Feder","Nissenbaum, Helen",1
"Cooper, A. Feder","Vidan, Gili",1
"Corbett-Davies, Sam","Encarnacion, Ro",1
"Corbett-Davies, Sam","Goel, Sharad",1
"Cornelius, Kristin","Norval, Chris",1
"Cornelius, Kristin","Singh, Jatinder",1
"Corry, Frances","Crawford, Kate",1
"Corry, Frances","Luccioni, Alexandra Sasha",1
"Corry, Frances","Schultz, Jason",1
"Corry, Frances","Sridharan, Hamsini",1
"Costanza-Chock, Sasha","Raji, Inioluwa Deborah",1
"Coston, Amanda","Guha, Neel",1
"Coston, Amanda","Ho, Daniel E.",1
"Coston, Amanda","Kennedy, Edward H.",1
"Coston, Amanda","Lu, Lisa",1
"Coston, Amanda","Mishler, Alan",1
"Coston, Amanda","Ouyang, Derek",1
"Crawford, Kate","Luccioni, Alexandra Sasha",1
"Crawford, Kate","Schultz, Jason",1
"Crawford, Kate","Sridharan, Hamsini",1
"Creager, Elliot","Madras, David",1
"Creager, Elliot","Pitassi, Toniann",1
"Creager, Elliot","Zemel, Richard",1
"Creel, Kathleen","Hellman, Deborah",1
"Crisan, Anamaria","Drouhard, Margaret",1
"Crisan, Anamaria","Rajani, Nazneen",1
"Crisan, Anamaria","Vig, Jesse",1
"Cruxen, Isadora","Cuba, Angeles Martinez",1
"Cruxen, Isadora","D'Ignazio, Catherine",1
"Cruxen, Isadora","Dogan, Amelia Lee",1
"Cruxen, Isadora","Movva, Rajiv",1
"Cruxen, Isadora","So, Wonyoung",1
"Cruxen, Isadora","Suresh, Harini",1
"Cruxen, Isadora","Taurino, Guilia",1
"Cruz Cort\'{e}s, Efr\'{e}n","Ghosh, Debashis",1
"Cruz Cort\'{e}s, Efr\'{e}n","Rajtmajer, Sarah",1
"Cuba, Angeles Martinez","D'Ignazio, Catherine",1
"Cuba, Angeles Martinez","Dogan, Amelia Lee",1
"Cuba, Angeles Martinez","Movva, Rajiv",1
"Cuba, Angeles Martinez","So, Wonyoung",1
"Cuba, Angeles Martinez","Suresh, Harini",1
"Cuba, Angeles Martinez","Taurino, Guilia",1
"Cummings, Rachel","Ohrimenko, Olga",1
"Cummings, Rachel","Zhang, Wanrong",1
"D'Amour, Alexander","Halpern, Yoni",1
"D'Amour, Alexander","Sculley, D.",1
"D'Amour, Alexander","Srinivasan, Hansa",1
"D'Ignazio, Catherine","Dogan, Amelia Lee",1
"D'Ignazio, Catherine","Hosoi, A.E.",1
"D'Ignazio, Catherine","Lepe, Bianca",1
"D'Ignazio, Catherine","Lohia, Pranay",1
"D'Ignazio, Catherine","Movva, Rajiv",1
"D'Ignazio, Catherine","Pimplikar, Rakesh",1
"D'Ignazio, Catherine","So, Wonyoung",2
"D'Ignazio, Catherine","Suresh, Harini",2
"D'Ignazio, Catherine","Taurino, Guilia",1
"D\'{\i}az, Mark","Denton, Emily",1
"D\'{\i}az, Mark","Kivlichan, Ian",1
"D\'{\i}az, Mark","Prabhakaran, Vinodkumar",1
"D\'{\i}az, Mark","Robertson, Samantha",1
"D\'{\i}az, Mark","Rosen, Rachel",1
"Dabbish, Laura","Herbsleb, James",1
"Dabbish, Laura","Nafus, Dawn",1
"Dabbish, Laura","Widder, David Gray",1
"Dai, Mindy","Geiger, R. Stuart",1
"Dai, Mindy","Huang, Jenny",1
"Dai, Mindy","Qiu, Jie",1
"Dai, Mindy","Tang, Rebekah",1
"Dai, Mindy","Yang, Yanlai",1
"Dai, Mindy","Yu, Kevin",1
"Dai, Zhen","Makarychev, Yury",1
"Dai, Zhen","Vakilian, Ali",1
"Dailey, Dharma","Epstein, Micah",1
"Dailey, Dharma","Guetler, Vivian",2
"Dailey, Dharma","Herman, Bernease",2
"Dailey, Dharma","Jobe, Pa Ousman",1
"Dailey, Dharma","Katell, Michael",2
"Dailey, Dharma","Krafft, P. M.",2
"Dailey, Dharma","Lee, Jennifer E.",1
"Dailey, Dharma","Narayan, Shankar",1
"Dailey, Dharma","Putz, Franziska",1
"Dailey, Dharma","Raz, Daniella",2
"Dailey, Dharma","Robick, Brian",1
"Dailey, Dharma","Tam, Aaron",2
"Dailey, Dharma","Young, Meg",2
"Danchev, Valentin","Dodge, Jesse",1
"Danchev, Valentin","Dupont, Gerard",1
"Danchev, Valentin","Gokaslan, Aaron",1
"Danchev, Valentin","Henderson, Peter",1
"Danchev, Valentin","Jernite, Yacine",1
"Danchev, Valentin","Johnson, Isaac",1
"Danchev, Valentin","Lo, Kyle",1
"Danchev, Valentin","Luccioni, Alexandra Sasha",1
"Danchev, Valentin","Masoud, Maraim",1
"Danchev, Valentin","Mitchell, Margaret",1
"Danchev, Valentin","Nguyen, Huu",1
"Danchev, Valentin","Nikpoor, Somaieh",1
"Danchev, Valentin","Radev, Dragomir",1
"Danchev, Valentin","Rogers, Anna",1
"Danchev, Valentin","Subramani, Nishant",1
"Danchev, Valentin","Talat, Zeerak",1
"Danchev, Valentin","Tan, Samson",1
"Das, Sanmay","Fowler, Patrick",1
"Das, Sanmay","Gitiaux, Xavier",1
"Das, Sanmay","Mashiat, Tasfia",1
"Das, Sanmay","Rangwala, Huzefa",1
"Dash, Abhisek","Ghosh, Saptarshi",1
"Dash, Abhisek","Gummadi, Krishna P.",1
"Dash, Abhisek","Mukherjee, Animesh",1
"Dassarma, Nova","Drain, Dawn",1
"Dassarma, Nova","El Showk, Sheer",1
"Dassarma, Nova","Elhage, Nelson",1
"Dassarma, Nova","Fort, Stanislav",1
"Dassarma, Nova","Ganguli, Deep",1
"Dassarma, Nova","Hatfield-Dodds, Zac",1
"Dassarma, Nova","Henighan, Tom",1
"Dassarma, Nova","Hernandez, Danny",1
"Dassarma, Nova","Johnston, Scott",1
"Dassarma, Nova","Jones, Andy",1
"Dassarma, Nova","Joseph, Nicholas",1
"Dassarma, Nova","Kaplan, Jared",1
"Dassarma, Nova","Kernian, Jackson",1
"Dassarma, Nova","Kravec, Shauna",1
"Dassarma, Nova","Lovitt, Liane",1
"Dassarma, Nova","Mann, Ben",1
"Dassarma, Nova","McCandlish, Sam",1
"Dassarma, Nova","Nanda, Neel",1
"Dassarma, Nova","Ndousse, Kamal",1
"Dassarma, Nova","Olah, Christopher",1
"Dassarma, Nova","Olsson, Catherine",1
"Daum\'{e}, Hal","Jacobs, Abigail Z.",1
"Daum\'{e}, Hal","Wallach, Hanna",1
"Daume III, Hal","Ni, Renkun",1
"Daume III, Hal","Sharaf, Amr",1
"Davidson, Ian","Zhang, Hongjing",1
"Davis, Jenny L.","Kuhnert, Petra M.",1
"Davis, Jenny L.","Lucchesi, Lydia R.",1
"Davis, Jenny L.","Xie, Lexing",1
"Dawson, Julie","Kenthapadi, Krishnaram",1
"Dawson, Julie","Kloumann, Isabel",1
"Dawson, Julie","Schlesinger, Yoav",1
"Dawson, Julie","Wallach, Hanna",1
"De Choudhury, Munmun","Silenzio, Vincent M. B.",1
"De-Arteaga, Maria","Fazelpour, Sina",1
"De-Arteaga, Maria","Geyik, Sahin",1
"De-Arteaga, Maria","Kalai, Adam Tauman",1
"De-Arteaga, Maria","Kenthapadi, Krishnaram",1
"De-Arteaga, Maria","Neumann, Terrence",1
"De-Arteaga, Maria","Romanov, Alexey",1
"De-Arteaga, Maria","Wallach, Hanna",1
"DeCario, Nicole","Dodge, Jesse",1
"DeCario, Nicole","Luccioni, Alexandra Sasha",1
"DeCario, Nicole","Odmark, Erika",1
"DeCario, Nicole","Prewitt, Taylor",1
"DeCario, Nicole","Schwartz, Roy",1
"DeCario, Nicole","Smith, Noah A.",1
"DeCario, Nicole","Strubell, Emma",1
"DeCario, Nicole","Tachet des Combes, Remi",1
"Dean, Sarah","Recht, Benjamin",1
"Dean, Sarah","Rich, Sarah",1
"Dechesne, Francien","Ganesh, Maya Indira",1
"Dechesne, Francien","Waseem, Zeerak",1
"Deliu, Nina","Kilbertus, Niki",1
"Deliu, Nina","Turner, Richard",1
"Deliu, Nina","Villar, Sofia",1
"Deliu, Nina","Weller, Adrian",1
"Delobelle, Pieter","Miceli, Milagros",1
"Delobelle, Pieter","Scott, Kristen M.",1
"Delobelle, Pieter","Sztandar-Sztanderska, Karolina",1
"Delobelle, Pieter","Wang, Sonja Mei",1
"Dencik, Lina","Edwards, Lilian",1
"Dencik, Lina","S\'{a}nchez-Monedero, Javier",1
"Deng, Jia","Fei-Fei, Li",1
"Deng, Jia","Qinami, Klint",1
"Deng, Jia","Russakovsky, Olga",1
"Deng, Jia","Yang, Kaiyu",1
"Deng, Wesley H.","Shen, Hong",2
"Deng, Wesley H.","Velgersdijk, Ronald",1
"Deng, Wesley H.","Wang, Leijie",1
"Deng, Wesley H.","Wang, Xu",1
"Deng, Wesley H.","Wu, Zhiwei Steven",1
"Deng, Wesley H.","Zhu, Haiyi",2
"Deng, Wesley Hanwen","Holstein, Kenneth",1
"Deng, Wesley Hanwen","Lee, Michelle Seng Ah",1
"Deng, Wesley Hanwen","Nagireddy, Manish",1
"Deng, Wesley Hanwen","Singh, Jatinder",1
"Deng, Wesley Hanwen","Wu, Zhiwei Steven",1
"Deng, Wesley Hanwen","Zhu, Haiyi",1
"Denton, Emily","Greer, Christina",1
"Denton, Emily","Hanna, Alex",4
"Denton, Emily","Hutchinson, Ben",1
"Denton, Emily","Kivlichan, Ian",1
"Denton, Emily","Kjartansson, Oddur",1
"Denton, Emily","Mitchell, Margaret",1
"Denton, Emily","Prabhakaran, Vinodkumar",1
"Denton, Emily","Rosen, Rachel",1
"Denton, Emily","Smart, Andrew",2
"Denton, Emily","Smith-Loud, Jamila",1
"Dervovic, Danial","Long, Jason",1
"Dervovic, Danial","Magazzeni, Daniele",1
"Desai, Deven","Gupta, Swati",1
"Desai, Deven","Salem, Jad",1
"Devine, Claire","Lurie, Emma",1
"Devine, Claire","Mustafaraj, Eni",1
"Dhamala, Jwala","Gupta, Rahul",1
"Dhamala, Jwala","Krishna, Satyapriya",1
"Dhamala, Jwala","Kumar, Varun",1
"Dhamala, Jwala","Pruksachatkun, Yada",1
"Dhamala, Jwala","Sun, Tony",1
"Dhurandhar, Amit","Hind, Michael",1
"Dhurandhar, Amit","Hoffman, Samuel C.",1
"Dhurandhar, Amit","Houde, Stephanie",1
"Dhurandhar, Amit","Liao, Q. Vera",1
"Dhurandhar, Amit","Luss, Ronny",1
"Dhurandhar, Amit","Mojsilovi\'{c}, Aleksandra",1
"Dhurandhar, Amit","Mourad, Sami",1
"Dhurandhar, Amit","Pedemonte, Pablo",1
"Dhurandhar, Amit","Raghavendra, Ramya",1
"Dhurandhar, Amit","Richards, John",1
"Dhurandhar, Amit","Sattigeri, Prasanna",1
"Dhurandhar, Amit","Shanmugam, Karthikeyan",1
"Dhurandhar, Amit","Singh, Moninder",1
"Dhurandhar, Amit","Varshney, Kush R.",1
"Dhurandhar, Amit","Wei, Dennis",1
"Dhurandhar, Amit","Zhang, Yunfeng",1
"DiCiccio, Cyrus","El Karoui, Noureddine",1
"DiCiccio, Cyrus","Logan, Heloise",1
"DiCiccio, Cyrus","Nandy, Preetam",1
"DiCiccio, Cyrus","Venugopalan, Divya",1
"Diana, Emily","Gill, Wesley",1
"Diana, Emily","Kearns, Michael",1
"Diana, Emily","Kenthapadi, Krishnaram",1
"Diana, Emily","Roth, Aaron",1
"Diana, Emily","Sharifi-Malvajerdi, Saeed",1
"Diaz, Fernando","Finck, Michele",1
"Diaz, Fernando","Shabanian, Samira",1
"Diaz, Fernando","Shanmugam, Divya",1
"Dickerson, John P.","Dooley, Samuel",1
"Dickerson, John P.","Feizi, Soheil",1
"Dickerson, John P.","Nanda, Vedant",1
"Dickerson, John P.","Singla, Sahil",1
"Dikkala, Nishanth","Ramnarayan, Govind",1
"Dikkala, Nishanth","Scheffler, Sarah",1
"Dikkala, Nishanth","Smith, Adam",1
"Dimitriou, Nikolaos","Gurzawska, Agata",1
"Dimitriou, Nikolaos","Marquenie, Thomas",1
"Dimitriou, Nikolaos","Pastaltzidis, Ioannis",1
"Dimitriou, Nikolaos","Quezada-Tavarez, Katherine",1
"Dimitriou, Nikolaos","Tzovaras, Dimitrios",1
"Dinakar, Karthik","Doyle, Colin",1
"Dinakar, Karthik","Rubinovitz, JB",1
"Ding, Aaron Yi","Hutiri, Wiebke Toussaint",1
"Do, Virginie","Dohmatob, Elvis",1
"Do, Virginie","Usunier, Nicolas",1
"Dodge, Jesse","Dupont, Gerard",1
"Dodge, Jesse","Gokaslan, Aaron",1
"Dodge, Jesse","Henderson, Peter",1
"Dodge, Jesse","Jernite, Yacine",1
"Dodge, Jesse","Johnson, Isaac",1
"Dodge, Jesse","Lo, Kyle",1
"Dodge, Jesse","Luccioni, Alexandra Sasha",2
"Dodge, Jesse","Masoud, Maraim",1
"Dodge, Jesse","Mitchell, Margaret",1
"Dodge, Jesse","Nguyen, Huu",1
"Dodge, Jesse","Nikpoor, Somaieh",1
"Dodge, Jesse","Odmark, Erika",1
"Dodge, Jesse","Prewitt, Taylor",1
"Dodge, Jesse","Radev, Dragomir",1
"Dodge, Jesse","Rogers, Anna",1
"Dodge, Jesse","Schwartz, Roy",1
"Dodge, Jesse","Smith, Noah A.",1
"Dodge, Jesse","Strubell, Emma",1
"Dodge, Jesse","Subramani, Nishant",1
"Dodge, Jesse","Tachet des Combes, Remi",1
"Dodge, Jesse","Talat, Zeerak",1
"Dodge, Jesse","Tan, Samson",1
"Dogan, Amelia Lee","Movva, Rajiv",1
"Dogan, Amelia Lee","So, Wonyoung",1
"Dogan, Amelia Lee","Suresh, Harini",1
"Dogan, Amelia Lee","Taurino, Guilia",1
"Dohmatob, Elvis","Usunier, Nicolas",1
"Donahue, Kate","Kenthapadi, Krishnaram",1
"Donahue, Kate","Kleinberg, Jon",1
"Dooley, Samuel","Feizi, Soheil",1
"Dooley, Samuel","Nanda, Vedant",1
"Dooley, Samuel","Singla, Sahil",1
"Doshi, Tulsee","Hutchinson, Ben",1
"Doshi, Tulsee","Prabhakaran, Vinodkumar",1
"Doshi, Tulsee","Sambasivan, Nithya",1
"Dotan, Ravit","Kalluri, Pratyusha",1
"Dotan, Ravit","Milli, Smitha",1
"Doyle, Colin","Rubinovitz, JB",1
"Dragan, Anca D.","Hardt, Moritz",2
"Dragan, Anca D.","Miller, John",1
"Dragan, Anca D.","Milli, Smitha",2
"Dragan, Anca D.","Schmidt, Ludwig",1
"Drain, Dawn","El Showk, Sheer",1
"Drain, Dawn","Elhage, Nelson",1
"Drain, Dawn","Fort, Stanislav",1
"Drain, Dawn","Ganguli, Deep",1
"Drain, Dawn","Hatfield-Dodds, Zac",1
"Drain, Dawn","Henighan, Tom",1
"Drain, Dawn","Hernandez, Danny",1
"Drain, Dawn","Johnston, Scott",1
"Drain, Dawn","Jones, Andy",1
"Drain, Dawn","Joseph, Nicholas",1
"Drain, Dawn","Kaplan, Jared",1
"Drain, Dawn","Kernian, Jackson",1
"Drain, Dawn","Kravec, Shauna",1
"Drain, Dawn","Lovitt, Liane",1
"Drain, Dawn","Mann, Ben",1
"Drain, Dawn","McCandlish, Sam",1
"Drain, Dawn","Nanda, Neel",1
"Drain, Dawn","Ndousse, Kamal",1
"Drain, Dawn","Olah, Christopher",1
"Drain, Dawn","Olsson, Catherine",1
"Draude, Claude","Klumbytundefined, Goda",1
"Draude, Claude","Taylor, Alex S.",1
"Draws, Tim","La Barbera, David",1
"Draws, Tim","Mizzaro, Stefano",1
"Draws, Tim","Roitero, Kevin",1
"Draws, Tim","Soprano, Michael",1
"Drouhard, Margaret","Rajani, Nazneen",1
"Drouhard, Margaret","Vig, Jesse",1
"Du, Yuhao","Ionescu, Stefania",1
"Du, Yuhao","Joseph, Kenneth",1
"Du, Yuhao","Sage, Melanie",1
"Dubois, Elizabeth","Kaeser-Chen, Christine",1
"Dubois, Elizabeth","Moss, Emanuel",1
"Dubois, Elizabeth","Sch\""{u}\""{u}r, Friederike",1
"Dudik, Miroslav","Momennejad, Ida",1
"Dudik, Miroslav","Vlasceanu, Madalina",1
"Dullerud, Kathryn","Rahmattalabi, Aida",1
"Dullerud, Kathryn","Rice, Eric",1
"Dullerud, Kathryn","Vayanos, Phebe",1
"Dullerud, Natalie","Ghassemi, Marzyeh",1
"Dullerud, Natalie","Joshi, Shalmali",1
"Dullerud, Natalie","Suriyakumar, Vinith M.",1
"Dupont, Gerard","Gokaslan, Aaron",1
"Dupont, Gerard","Henderson, Peter",1
"Dupont, Gerard","Jernite, Yacine",1
"Dupont, Gerard","Johnson, Isaac",1
"Dupont, Gerard","Lo, Kyle",1
"Dupont, Gerard","Luccioni, Alexandra Sasha",1
"Dupont, Gerard","Masoud, Maraim",1
"Dupont, Gerard","Mitchell, Margaret",1
"Dupont, Gerard","Nguyen, Huu",1
"Dupont, Gerard","Nikpoor, Somaieh",1
"Dupont, Gerard","Radev, Dragomir",1
"Dupont, Gerard","Rogers, Anna",1
"Dupont, Gerard","Subramani, Nishant",1
"Dupont, Gerard","Talat, Zeerak",1
"Dupont, Gerard","Tan, Samson",1
"Eckersley, Peter","Ghosh, Joydeep",1
"Eckersley, Peter","Jia, Yunhan",1
"Eckersley, Peter","Moura, Jos\'{e} M. F.",1
"Eckersley, Peter","Puri, Ruchir",1
"Eckersley, Peter","Sharma, Shubham",1
"Eckersley, Peter","Taly, Ankur",1
"Eckersley, Peter","Weller, Adrian",1
"Eckersley, Peter","Xiang, Alice",1
"Eckert, Carly","Teredesai, Ankur",1
"Edwards, Lilian","S\'{a}nchez-Monedero, Javier",1
"Ehsan, Upol","Metcalf, Jacob",1
"Ehsan, Upol","Riedl, Mark",1
"Ehsan, Upol","Singh, Ranjit",1
"El Karoui, Noureddine","Logan, Heloise",1
"El Karoui, Noureddine","Nandy, Preetam",1
"El Karoui, Noureddine","Venugopalan, Divya",1
"El Showk, Sheer","Elhage, Nelson",1
"El Showk, Sheer","Fort, Stanislav",1
"El Showk, Sheer","Ganguli, Deep",1
"El Showk, Sheer","Hatfield-Dodds, Zac",1
"El Showk, Sheer","Henighan, Tom",1
"El Showk, Sheer","Hernandez, Danny",1
"El Showk, Sheer","Johnston, Scott",1
"El Showk, Sheer","Jones, Andy",1
"El Showk, Sheer","Joseph, Nicholas",1
"El Showk, Sheer","Kaplan, Jared",1
"El Showk, Sheer","Kernian, Jackson",1
"El Showk, Sheer","Kravec, Shauna",1
"El Showk, Sheer","Lovitt, Liane",1
"El Showk, Sheer","Mann, Ben",1
"El Showk, Sheer","McCandlish, Sam",1
"El Showk, Sheer","Nanda, Neel",1
"El Showk, Sheer","Ndousse, Kamal",1
"El Showk, Sheer","Olah, Christopher",1
"El Showk, Sheer","Olsson, Catherine",1
"Elhage, Nelson","Fort, Stanislav",1
"Elhage, Nelson","Ganguli, Deep",1
"Elhage, Nelson","Hatfield-Dodds, Zac",1
"Elhage, Nelson","Henighan, Tom",1
"Elhage, Nelson","Hernandez, Danny",1
"Elhage, Nelson","Johnston, Scott",1
"Elhage, Nelson","Jones, Andy",1
"Elhage, Nelson","Joseph, Nicholas",1
"Elhage, Nelson","Kaplan, Jared",1
"Elhage, Nelson","Kernian, Jackson",1
"Elhage, Nelson","Kravec, Shauna",1
"Elhage, Nelson","Lovitt, Liane",1
"Elhage, Nelson","Mann, Ben",1
"Elhage, Nelson","McCandlish, Sam",1
"Elhage, Nelson","Nanda, Neel",1
"Elhage, Nelson","Ndousse, Kamal",1
"Elhage, Nelson","Olah, Christopher",1
"Elhage, Nelson","Olsson, Catherine",1
"Elish, Madeleine Clare","Futoma, Joseph",1
"Elish, Madeleine Clare","Gao, Michael",1
"Elish, Madeleine Clare","Metcalf, Jacob",1
"Elish, Madeleine Clare","Moss, Emanuel",1
"Elish, Madeleine Clare","Nichols, Marshall",1
"Elish, Madeleine Clare","O'Brien, Cara",1
"Elish, Madeleine Clare","Ratliff, William",1
"Elish, Madeleine Clare","Sendak, Mark",1
"Elish, Madeleine Clare","Singh, Ranjit",1
"Elish, Madeleine Clare","Watkins, Elizabeth Anne",1
"Elliott, Karen","Toreini, Ehsan",1
"Elliott, Karen","Zelaya, Carlos Gonzalez",1
"Elliott, Karen","van Moorsel, Aad",1
"Elmachtoub, Adam N.","Lei, Xiao",1
"Elzayn, Hadi","Fish, Benjamin",1
"Elzayn, Hadi","Goldin, Jacob",1
"Elzayn, Hadi","Ho, Daniel",1
"Elzayn, Hadi","Jabbari, Shahin",1
"Elzayn, Hadi","Jung, Christopher",1
"Elzayn, Hadi","Kearns, Michael",1
"Elzayn, Hadi","Neel, Seth",1
"Elzayn, Hadi","Roth, Aaron",1
"Elzayn, Hadi","Schutzman, Zachary",1
"Encarnacion, Ro","Goel, Sharad",1
"Engelmann, Severin","Fischer, Felix",1
"Engelmann, Severin","Grossklags, Jens",2
"Engelmann, Severin","Kao, Ching-yu",1
"Engelmann, Severin","Papakyriakopoulos, Orestis",1
"Engelmann, Severin","Ullstein, Chiara",1
"Enni, Simon","Kaspersen, Magnus H\o{}holt",1
"Enni, Simon","Petersen, Marianne Graves",1
"Epstein, Micah","Guetler, Vivian",1
"Epstein, Micah","Herman, Bernease",1
"Epstein, Micah","Jobe, Pa Ousman",1
"Epstein, Micah","Katell, Michael",1
"Epstein, Micah","Krafft, P. M.",1
"Epstein, Micah","Lee, Jennifer E.",1
"Epstein, Micah","Narayan, Shankar",1
"Epstein, Micah","Putz, Franziska",1
"Epstein, Micah","Raz, Daniella",1
"Epstein, Micah","Robick, Brian",1
"Epstein, Micah","Tam, Aaron",1
"Epstein, Micah","Young, Meg",1
"Fain, Brandon","Lin, Jerry",1
"Fain, Brandon","Zaman, Samia",1
"Fazelpour, Sina","Neumann, Terrence",1
"Fei-Fei, Li","Qinami, Klint",1
"Fei-Fei, Li","Russakovsky, Olga",1
"Fei-Fei, Li","Yang, Kaiyu",1
"Feizi, Soheil","Nanda, Vedant",1
"Feizi, Soheil","Singla, Sahil",1
"Feng, K. J. Kevin","Shah, Chirag",1
"Feng, K. J. Kevin","Shang, Ruoxi",1
"Feng, Yuanyuan","Nissenbaum, Helen",1
"Feng, Yuanyuan","Sadeh, Norman",1
"Feng, Yuanyuan","Shvartzshnaider, Yan",1
"Feng, Yuanyuan","Zhang, Shikun",1
"Ferrario, Andrea","Loi, Michele",1
"Finck, Mich\`{e}le","Raidl, Eric",1
"Finck, Mich\`{e}le","von Luxburg, Ulrike",1
"Finck, Michele","Shabanian, Samira",1
"Finck, Michele","Shanmugam, Divya",1
"Finocchiaro, Jessie","Maio, Roland",1
"Finocchiaro, Jessie","Monachou, Faidra",1
"Finocchiaro, Jessie","Patro, Gourab K",1
"Finocchiaro, Jessie","Raghavan, Manish",1
"Finocchiaro, Jessie","Stoica, Ana-Andreea",1
"Finocchiaro, Jessie","Tsirtsis, Stratis",1
"Fischer, Felix","Grossklags, Jens",1
"Fischer, Felix","Kao, Ching-yu",1
"Fischer, Maximilian T.","Helm, Paula",1
"Fischer, Maximilian T.","Hirsbrunner, Simon David",1
"Fischer, Maximilian T.","Jentner, Wolfgang",1
"Fischer, Maximilian T.","Keim, Daniel A.",1
"Fischer, Maximilian T.","Miller, Matthias",1
"Fish, Benjamin","Niklas, Jundefineddrzej",1
"Fish, Benjamin","Stark, Luke",1
"Fisher, Paul","Fitzke, Michael",1
"Fisher, Paul","Fogliato, Riccardo",1
"Fisher, Paul","Horvitz, Eric",1
"Fisher, Paul","Inkpen, Kori",1
"Fisher, Paul","Lungren, Matthew",1
"Fisher, Paul","Nushi, Besmira",1
"Fisher, Paul","Parkinson, Mark",1
"Fisher, Paul","Wilson, Diane",1
"Fishman, Nic","Hancox-Li, Leif",1
"Fitzke, Michael","Fogliato, Riccardo",1
"Fitzke, Michael","Horvitz, Eric",1
"Fitzke, Michael","Inkpen, Kori",1
"Fitzke, Michael","Lungren, Matthew",1
"Fitzke, Michael","Nushi, Besmira",1
"Fitzke, Michael","Parkinson, Mark",1
"Fitzke, Michael","Wilson, Diane",1
"Fl\""{o}ck, Fabian","Sen, Indira",1
"Fl\""{o}ck, Fabian","Wagner, Claudia",1
"Fl\""{o}ck, Fabian","Wei\ss{}, Bernd",1
"Fl\""{o}ck, Fabian","Weller, Katrin",1
"Flach, Peter","Sokol, Kacper",1
"Floridi, Luciano","M\""{o}kander, Jakob",1
"Floridi, Luciano","Sheth, Margi",1
"Floridi, Luciano","Watson, David",1
"Flowers, Johnathan","L. Dancy, Christopher",1
"Flowers, Johnathan","Laurent, Thomas",1
"Flowers, Johnathan","Ruane, Elayne",1
"Flowers, Johnathan","S. Brown, Matthew",1
"Flowers, Johnathan","Ventresque, Anthony",1
"Fogliato, Riccardo","Horvitz, Eric",1
"Fogliato, Riccardo","Inkpen, Kori",1
"Fogliato, Riccardo","Lungren, Matthew",1
"Fogliato, Riccardo","Nushi, Besmira",1
"Fogliato, Riccardo","Parkinson, Mark",1
"Fogliato, Riccardo","Wilson, Diane",1
"Fong, Hortense","Kumar, Vineet",1
"Fong, Hortense","Mehrotra, Anay",1
"Fong, Hortense","Vishnoi, Nisheeth K.",1
"Fort, Stanislav","Ganguli, Deep",1
"Fort, Stanislav","Hatfield-Dodds, Zac",1
"Fort, Stanislav","Henighan, Tom",1
"Fort, Stanislav","Hernandez, Danny",1
"Fort, Stanislav","Johnston, Scott",1
"Fort, Stanislav","Jones, Andy",1
